S	Spring 2017	HIST 014 01	History	HIST	014	01	Friars,Heretics&Female Mystics	1	TTH 11:20am-12:35pm	Kohlberg 202|Kohlberg 202	T|TH	11:20am|11:20am	KOHL|KOHL	202|202		Bensch, S		CRN: 26068 ENR LIM: 35 CUR ENR: 8 DIST: SS<br>Eligible for GSST or MDST program.	http://www.swarthmore.edu/cc_history.xml#HIST_014	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 027 01	History	HIST	027	01	Living with Total War:1912-23	1	TTH 09:55am-11:10am	Science Center 105|Science Center 105	T|TH	09:55am|09:55am	SCI|SCI	105|105		Weinberg, R		CRN: 26064 ENR LIM: 35 CUR ENR: 20 DIST: SS<br>Eligible for PEAC program.	http://www.swarthmore.edu/cc_history.xml#HIST_027	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 053 01	History	HIST	053	01	Black Women:Cvl Rts Movement	1	TTH 11:20am-12:35pm	Lang Center 112|Lang Center 112	T|TH	11:20am|11:20am	LANGCR|LANGCR	112|112		Dorsey, A		CRN: 26084 ENR LIM: 22 CUR ENR: 18 DIST: SS<br>Eligible for BLST or GSST program.	http://www.swarthmore.edu/cc_history.xml#HIST_053	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 057 01	History	HIST	057	01	History vs Hollywood	1	M 01:15pm-04:00pm,TH 07:00pm-10:00pm	Trotter Hall 315|Trotter Hall 315	M|TH	01:15pm|07:00pm	TROT|TROT	315|315	FILM TH 07:00pm TROT 315	Dorsey, A		CRN: 26083 ENR LIM: 35 CUR ENR: 12 DIST: SS<br>Not open to first year students.	http://www.swarthmore.edu/cc_history.xml#HIST_057	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 092 01	History	HIST	092	01	Thesis	1										CRN: 25957 ENR LIM: 12 CUR ENR: 0 DIST: SS	http://www.swarthmore.edu/cc_history.xml#HIST_092	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 093 01	History	HIST	093	01	Directed Reading	1										CRN: 25140 ENR LIM: 8 CUR ENR: 0	http://www.swarthmore.edu/cc_history.xml#HIST_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 111 A	History	HIST	111	A	Medit:Muslm/Chrstn/Jew(1)	1	T 01:15pm-04:00pm	Trotter Hall 210	T	01:15pm	TROT	210	SEM T 01:15pm TROT 210	Bensch, S		CRN: 26065 ENR LIM: 12 CUR ENR: 3 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.<br>Eligible for ISLM or MDST program.	http://www.swarthmore.edu/cc_history.xml#HIST_111	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 111 B	History	HIST	111	B	Medit:Muslm/Chrstn/Jew(2)	1	T 01:15pm-04:00pm	Trotter Hall 210	T	01:15pm	TROT	210		Bensch, S		CRN: 26066 ENR LIM: 12 CUR ENR: 3 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.<br>Eligible for ISLM or MDST program.	http://www.swarthmore.edu/cc_history.xml#HIST_111	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 128 A	History	HIST	128	A	Russia- 19 & 20th c. (W)(1)	1	W 01:15pm-04:00pm	Trotter Hall 210	W	01:15pm	TROT	210	SEM W 01:15pm TROT 210	Weinberg, R		CRN: 25321 ENR LIM: 10 CUR ENR: 5 DIST: SS, W<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_history.xml#HIST_128	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 128 B	History	HIST	128	B	Russia- 19 & 20th c. (2)	1	W 01:15pm-04:00pm	Trotter Hall 210	W	01:15pm	TROT	210		Weinberg, R		CRN: 25322 ENR LIM: 10 CUR ENR: 5 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_history.xml#HIST_128	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 135 A	History	HIST	135	A	Labor & Urban History (1)	1	TH 01:15pm-04:00pm	Trotter Hall 210	TH	01:15pm	TROT	210	SEM TH 01:15pm TROT 210	Murphy, M		CRN: 25323 ENR LIM: 10 CUR ENR: 7 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_history.xml#HIST_135	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 135 B	History	HIST	135	B	Labor & Urban History (2)	1	TH 01:15pm-04:00pm	Trotter Hall 210	TH	01:15pm	TROT	210		Murphy, M		CRN: 25324 ENR LIM: 10 CUR ENR: 7 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_history.xml#HIST_135	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	HIST 180 01	History	HIST	180	01	Senior Honors Thesis (W)	1								Dorsey, A		CRN: 24189 ENR LIM: 10 CUR ENR: 2 DIST: SS, W	http://www.swarthmore.edu/cc_history.xml#HIST_180	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/history.xml	Department Homepage
S	Spring 2017	INTP 091 01	Interpretation Theory	INTP	091	01	Cpstn: Corpora in Storytel (W)	1	T 01:15pm-04:00pm	Pearson Hall 115	T	01:15pm	PEARS	115	SEM T 01:15pm PEARS 115	Stevens, K|Napoli, D		CRN: 20042 ENR LIM: 10 CUR ENR: 5 DIST: W<br>Cross-listed with LING 091. Eligible for INTP program.	http://www.swarthmore.edu/cc_religion.xml#INTP_091	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/intp.xml	Department Homepage
S	Spring 2017	ISLM 180 01	Islamic Studies	ISLM	180	01	Senior Honors Thesis	1								al-Jamil, T		CRN: 26201 ENR LIM: 5 CUR ENR: 0<br>Credit range 1-2. See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_islamicstudies.xml#ISLM_180	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/islamicstudies.xml	Department Homepage
S	Spring 2017	JPNS 002 01	Japanese	JPNS	002	01	Introduction to Japanese	1.5	TTH 09:55am-11:10am	Lang Center 106|Lang Center 106	T|TH	09:55am|09:55am	LANGCR|LANGCR	106|106		Gardner, W		CRN: 23612 ENR LIM: 15 CUR ENR: 6 DIST: HU<br>Accelerated w/extra credit.<br>Students must register for one drill section A or B below.	http://www.swarthmore.edu/cc_japanese.xml#JPNS_002	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	JPNS 002 02	Japanese	JPNS	002	02	Introduction to Japanese	1.5	TTH 11:20am-12:35pm	Lang Center 106|Lang Center 106	T|TH	11:20am|11:20am	LANGCR|LANGCR	106|106		Gardner, W		CRN: 25382 ENR LIM: 15 CUR ENR: 7 DIST: HU<br>Accelerated w/extra credit.<br>Students must register for one drill section A or B below.	http://www.swarthmore.edu/cc_japanese.xml#JPNS_002	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	JPNS 002 A	Japanese	JPNS	002	A	Introduction to Japanese-Drill	0	MWF 10:30am-11:20am	Kohlberg 116|Kohlberg 116|Kohlberg 116	M|W|F	10:30am|10:30am|10:30am	KOHL|KOHL|KOHL	116|116|116	DRILL M 10:30am KOHL 116|DRILL W 10:30am KOHL 116|DRILL F 10:30am KOHL 116	Tamura, M		CRN: 23614 ENR LIM: 12 CUR ENR: 6	http://www.swarthmore.edu/cc_japanese.xml#JPNS_002	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	JPNS 002 B	Japanese	JPNS	002	B	Introduction to Japanese-Drill	0	MWF 11:30am-12:20pm	Kohlberg 116|Kohlberg 116|Kohlberg 116	M|W|F	11:30am|11:30am|11:30am	KOHL|KOHL|KOHL	116|116|116	DRILL M 11:30am KOHL 116|DRILL W 11:30am KOHL 116|DRILL F 11:30am KOHL 116	Tamura, M		CRN: 23615 ENR LIM: 12 CUR ENR: 6	http://www.swarthmore.edu/cc_japanese.xml#JPNS_002	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	JPNS 004 01	Japanese	JPNS	004	01	2nd Year Japanese	1.5	MWF 09:30am-10:20am,TTH 09:55am-11:10am	Kohlberg 326|Kohlberg 326|Kohlberg 326|Kohlberg 326|Kohlberg 326	M|W|F|T|TH	09:30am|09:30am|09:30am|09:55am|09:55am	KOHL|KOHL|KOHL|KOHL|KOHL	326|326|326|326|326	DRILL M 09:30am KOHL 326|DRILL W 09:30am KOHL 326|DRILL F 09:30am KOHL 326	Jo, Y		CRN: 23616 ENR LIM: 15 CUR ENR: 5 DIST: HU<br>Accelerated w/extra credit. Eligible for ASIA program.	http://www.swarthmore.edu/cc_japanese.xml#JPNS_004	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	JPNS 008 01	Japanese	JPNS	008	01	Extensive Reading in Japanese	.5	T 01:15pm-02:30pm	McCabe Library 231	T	01:15pm	MCCABE	231		Jo, Y		CRN: 25855 ENR LIM: 20 CUR ENR: 9	http://www.swarthmore.edu/cc_japanese.xml#JPNS_008	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	JPNS 013 01	Japanese	JPNS	013	01	3rd Year Japanese	1	MWF 09:30am-10:20am	Kohlberg 116|Kohlberg 116|Kohlberg 116	M|W|F	09:30am|09:30am|09:30am	KOHL|KOHL|KOHL	116|116|116		Tamura, M		CRN: 21706 ENR LIM: 10 CUR ENR: 2 DIST: HU<br>Eligible for ASIA program.	http://www.swarthmore.edu/cc_japanese.xml#JPNS_013	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	JPNS 018 01	Japanese	JPNS	018	01	Transnat'l Graphic Fictio	1	W 01:15pm-04:00pm	Kohlberg 302	W	01:15pm	KOHL	302		Gardner, W|Gueydan-Turek, A		CRN: 26239 ENR LIM: 15 CUR ENR: 5 DIST: HU<br>Cross-listed with FREN 018 and LITR 018FJ.	http://www.swarthmore.edu/cc_japanese.xml#JPNS_018	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/Humanities/mll/japanese/	Department Homepage
S	Spring 2017	LALS 025 01	Latin American&Latino Studies	LALS	025	01	Quest God:Latn Amer Rel Arena	1	M 01:15pm-04:00pm	Trotter Hall 215	M	01:15pm	TROT	215		Machuca-Galvez, M		CRN: 25607 ENR LIM: 20 CUR ENR: 3<br>Cross-listed with RELG 043. Eligible for LALS program.			http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LALS 045 01	Latin American&Latino Studies	LALS	045	01	Rhythms of Latin America	1	T 01:15pm-04:00pm	Trotter Hall 203	T	01:15pm	TROT	203		Machuca-Galvez, M		CRN: 26031 ENR LIM: 15 CUR ENR: 4<br>Eligible for LALS program.			http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LALS 093 01	Latin American&Latino Studies	LALS	093	01	Dir Rdg:	.5								Machuca-Galvez, M		CRN: 25608 ENR LIM: 2 CUR ENR: 0<br>See Dept Admin Asst to register. Eligible for LALS program.			http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LATN 002 01	Latin	LATN	002	01	Latin-Intensive 1st Yr II	1.5	MF 09:30am-10:20am,TTH 09:00am-09:45am	Kohlberg 230|Kohlberg 230|Kohlberg 230|Kohlberg 230	M|F|T|TH	09:30am|09:30am|09:00am|09:00am	KOHL|KOHL|KOHL|KOHL	230|230|230|230		Turpin, W		CRN: 23086 ENR LIM: 12 CUR ENR: 7 DIST: HU	http://www.swarthmore.edu/cc_classics.xml#LATN_002	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/classics.xml	Department Homepage
S	Spring 2017	LATN 028 01	Latin	LATN	028	01	Apuleius	1	MWF 11:30am-12:20pm	Trotter Hall 115|Trotter Hall 115|Trotter Hall 115	M|W|F	11:30am|11:30am|11:30am	TROT|TROT|TROT	115|115|115		Munson, R		CRN: 26052 ENR LIM: 35 CUR ENR: 4 DIST: HU	http://www.swarthmore.edu/cc_classics.xml#LATN_028	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/classics.xml	Department Homepage
S	Spring 2017	LATN 050 01	Latin	LATN	050	01	The New Age of Nero	1	M 01:00pm-05:00pm	Trotter Hall 115	M	01:00pm	TROT	115		Turpin, W		CRN: 26286 ENR LIM: 35 CUR ENR: 3 DIST: HU	http://www.swarthmore.edu/cc_classics.xml#LATN_050	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/classics.xml	Department Homepage
S	Spring 2017	LING 001 01W	Linguistics	LING	001	01W	Intro to Linguistics (W)	1	TTH 02:40pm-03:55pm	Science Center 181|Science Center 181	T|TH	02:40pm|02:40pm	SCI|SCI	181|181		Sanders, N		CRN: 20342 ENR LIM: 40 CUR ENR: 41 DIST: SS, W	http://www.swarthmore.edu/cc_linguistics.xml#LING_001	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 007 01	Linguistics	LING	007	01	Hebrew for Text Study I	1	MWF 11:30am-12:20pm	Lodges 5|Lodges 5|Lodges 5	M|W|F	11:30am|11:30am|11:30am	LODGES|LODGES|LODGES	5|5|5		Plotkin, H		CRN: 24186 ENR LIM: 35 CUR ENR: 1 DIST: SS<br>Cross-listed with RELG 057.	http://www.swarthmore.edu/cc_linguistics.xml#LING_007	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 009 01	Linguistics	LING	009	01	FYS: Lngs Fear, Rcsm & Zombie	1	W 01:15pm-04:00pm	Pearson Hall 115	W	01:15pm	PEARS	115		Thomas, J		CRN: 25892 ENR LIM: 12 CUR ENR: 6 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_009	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 011 01	Linguistics	LING	011	01	American Sign Language I	1	TTH 11:20am-12:35pm	Trotter Hall 203|Trotter Hall 203	T|TH	11:20am|11:20am	TROT|TROT	203|203		Drolsbaugh, M		CRN: 26023 ENR LIM: 18 CUR ENR: 18 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_011	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 030 01	Linguistics	LING	030	01	Lang & Idnty in African Experi	1	M 01:15pm-04:00pm	Science Center 145	M	01:15pm	SCI	145		Thomas, J		CRN: 26030 ENR LIM: 15 CUR ENR: 3 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_030	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 038 01	Linguistics	LING	038	01	BiLing Child/Deaf Parents	1	W 06:30pm-09:15pm	Kohlberg 328	W	06:30pm	KOHL	328		van den Bogaerde, E		CRN: 26026 ENR LIM: 15 CUR ENR: 6 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_038	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 040 01	Linguistics	LING	040	01	Semantics (W)	1	TTH 02:40pm-03:55pm	Science Center 128|Science Center 128	T|TH	02:40pm|02:40pm	SCI|SCI	128|128		Klecha, P		CRN: 25270 ENR LIM: 30 CUR ENR: 12 DIST: SS, W<br>Cross-listed with PHIL 040. Eligible for COGS program.	http://www.swarthmore.edu/cc_linguistics.xml#LING_040	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 041 01	Linguistics	LING	041	01	Dialects of American English	1	TTH 02:40pm-03:55pm	Science Center L32|Science Center L32	T|TH	02:40pm|02:40pm	SCI|SCI	L32|L32		Irwin, P		CRN: 26024 ENR LIM: 25 CUR ENR: 10 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_041	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 043 01	Linguistics	LING	043	01	Morphology and the Lexicon	1	TTH 11:20am-12:35pm	Pearson Hall 115|Pearson Hall 115	T|TH	11:20am|11:20am	PEARS|PEARS	115|115		Gasser, E		CRN: 24804 ENR LIM: 15 CUR ENR: 9 DIST: SS<br>Eligible for COGS program.	http://www.swarthmore.edu/cc_linguistics.xml#LING_043	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 045 01	Linguistics	LING	045	01	Phonetics & Phonology	1	TTH 09:55am-11:10am	Kohlberg 115|Kohlberg 115	T|TH	09:55am|09:55am	KOHL|KOHL	115|115		Irwin, P		CRN: 25845 ENR LIM: 35 CUR ENR: 16 DIST: SS<br>Eligible for COGS program.	http://www.swarthmore.edu/cc_linguistics.xml#LING_045	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 050 01	Linguistics	LING	050	01	Syntax (W)	1	TTH 01:15pm-02:30pm	Science Center 128|Science Center 128	T|TH	01:15pm|01:15pm	SCI|SCI	128|128		Klecha, P		CRN: 21257 ENR LIM: 35 CUR ENR: 10 DIST: SS, W<br>Eligible for COGS program.	http://www.swarthmore.edu/cc_linguistics.xml#LING_050	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 061 01	Linguistics	LING	061	01	Structure of Navajo	1	W 06:30pm-09:15pm	Trotter Hall 203	W	06:30pm	TROT	203		Fernald, T		CRN: 26029 ENR LIM: 12 CUR ENR: 10 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_061	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 073 01	Linguistics	LING	073	01	Comput Lingui: Symbolic Approa	1	TTH 11:20am-12:35pm	Trotter Hall 201|Trotter Hall 201	T|TH	11:20am|11:20am	TROT|TROT	201|201		Washington, J		CRN: 26025 ENR LIM: 25 CUR ENR: 19 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_073	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 080 01	Linguistics	LING	080	01	Syntax II	1	W 01:15pm-04:00pm	Science Center L26	W	01:15pm	SCI	L26		Irwin, P		CRN: 26027 ENR LIM: 15 CUR ENR: 6 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_080	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 090 01	Linguistics	LING	090	01	Advanced Rsch Methods	1	TTH 01:15pm-02:20pm	Science Center 145|Science Center 145	T|TH	01:15pm|01:15pm	SCI|SCI	145|145		Gasser, E		CRN: 25268 ENR LIM: 25 CUR ENR: 6 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_090	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 091 01	Linguistics	LING	091	01	Cpstn: Corpora in Storytelling	1	T 01:15pm-04:00pm	Pearson Hall 115	T	01:15pm	PEARS	115	SEM T 01:15pm PEARS 115	Napoli, D|Stevens, K		CRN: 26032 ENR LIM: 10 CUR ENR: 3 DIST: SS<br>Cross-listed with INTP 091. Eligible for INTP program.	http://www.swarthmore.edu/cc_linguistics.xml#LING_091	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 094 01	Linguistics	LING	094	01	Rsch Proj:	.5								Harrison, D		CRN: 25941 ENR LIM: 5 CUR ENR: 2<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_linguistics.xml#LING_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 094 02	Linguistics	LING	094	02	Research Project	.5								Napoli, D		CRN: 25986 ENR LIM: 5 CUR ENR: 1	http://www.swarthmore.edu/cc_linguistics.xml#LING_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 095 01	Linguistics	LING	095	01	Community Serv Cr:Lang&Deaf	.5								Napoli, D		CRN: 25432 ENR LIM: 35 CUR ENR: 2<br>Credit range .5-1. Eligible for CBL.	http://www.swarthmore.edu/cc_linguistics.xml#LING_095	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 100 02	Linguistics	LING	100	02	Research Seminar	1								Fernald, T		CRN: 26058 ENR LIM: 12 CUR ENR: 1 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_100	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 115 01	Linguistics	LING	115	01	Linguistic Typology	1	M 06:30pm-09:15pm	Science Center 128	M	06:30pm	SCI	128	SEM M 06:30pm SCI 128	Washington, J		CRN: 26028 ENR LIM: 25 CUR ENR: 11 DIST: SS	http://www.swarthmore.edu/cc_linguistics.xml#LING_115	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 134 01	Linguistics	LING	134	01	Psycholinguistics Seminar	1	W 07:00pm-10:00pm	Papazian 325	W	07:00pm	PAPAZ	325	SEM W 07:00pm PAPAZ 325	Grodner, D		CRN: 25662 ENR LIM: 12 CUR ENR: 1 DIST: SS<br>Cross-listed with PSYC 134.	http://www.swarthmore.edu/cc_linguistics.xml#LING_134	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LING 199 01	Linguistics	LING	199	01	Senior Honors Study	.5								Fernald, T		CRN: 20166 ENR LIM: 5 CUR ENR: 1<br>Credit range .5-1.	http://www.swarthmore.edu/cc_linguistics.xml#LING_199	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/SocSci/Linguistics/	Department Homepage
S	Spring 2017	LITR 015 01	Literature	LITR	015	01	Transgender Worlds	1	F 02:00pm-05:00pm	Trotter Hall 301	F	02:00pm	TROT	301		Bettray, U		CRN: 26229 ENR LIM: 25 CUR ENR: 1 DIST: HU<br>Cross-listed with GSST 015. Eligible for GSST program.	http://www.swarthmore.edu/cc_modernlanguages.xml#LITR_015	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LITR 015R 01	Literature	LITR	015R	01	FYS: East European Prose (W)	1	W 01:15pm-04:00pm	Kohlberg 114	W	01:15pm	KOHL	114		Forrester, S		CRN: 26243 ENR LIM: 12 CUR ENR: 7 DIST: HU, W	http://www.swarthmore.edu/cc_modernlanguages.xml#LITR_015R	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LITR 018FJ 01	Literature	LITR	018FJ	01	Transnat'l Graphic Fictio	1	W 01:15pm-04:00pm	Kohlberg 302	W	01:15pm	KOHL	302		Gardner, W|Gueydan-Turek, A		CRN: 26238 ENR LIM: 15 CUR ENR: 5 DIST: HU<br>Cross-listed with FREN 018 and JPNS 018.	http://www.swarthmore.edu/cc_modernlanguages.xml#LITR_018FJ	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LITR 026R 01	Literature	LITR	026R	01	Russian & EE Science Fiction	1	TTH 02:40pm-03:55pm	Kohlberg 330|Kohlberg 330	T|TH	02:40pm|02:40pm	KOHL|KOHL	330|330		Forrester, S		CRN: 26245 ENR LIM: 25 CUR ENR: 2 DIST: HU<br>Cross-listed with RUSS 026.	http://www.swarthmore.edu/cc_modernlanguages.xml#LITR_026R	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LITR 027CH 01	Literature	LITR	027CH	01	The Story in Dynastic China	1	TTH 02:40pm-03:55pm	Kohlberg 114|Kohlberg 114	T|TH	02:40pm|02:40pm	KOHL|KOHL	114|114		Tang, Q		CRN: 26235 ENR LIM: 15 CUR ENR: 1 DIST: HU<br>Cross-listed with CHIN 027.	http://www.swarthmore.edu/cc_modernlanguages.xml#LITR_027CH	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
S	Spring 2017	LITR 051G 01	Literature	LITR	051G	01	European Cinema	1	TTH 11:20am-12:35pm,U 07:00pm-10:00pm	Kohlberg 326|Kohlberg 326|Science Center 199	T|TH|SU	11:20am|11:20am|07:00pm	KOHL|KOHL|SCI	326|326|199	FILM SU 07:00pm SCI 199	Simon, S		CRN: 26230 ENR LIM: 25 CUR ENR: 0 DIST: HU	http://www.swarthmore.edu/cc_modernlanguages.xml#LITR_051G	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/x508.xml	Department Home Pages
